,13631,13652,13695
Dysgonomonas,-1.0432763,-4.372455,0.0
Eggerthella,1.304925,-0.6760583,5.378734
Eikenella,-0.60152084,0.0,0.0
Eisenbergiella,-6.5138464,0.0,1.8640239
Elusimicrobium,0.0,0.0,-5.808179
Enhydrobacter,-1.0666832,-0.3976585,0.19239411
Enorma,0.15138495,-3.9577267,-1.9237218
Ensifer,-7.929304,0.0,0.0
Enterobacter,0.0,-5.5422015,-5.67888
Enterococcus,5.6172285,3.8655121,6.466923
Enterorhabdus,-1.0621434,0.0,-2.1242115
Enteroscipio,-3.9504952,0.0,0.0
Epulopiscium,-1.8600806,-3.0784073,0.0
Erysipelatoclostridium,-3.2801707,-4.2773576,-0.40216482
Erysipelotrichaceae.UCG.003,-1.587107,-3.6101117,0.29551393
Escherichia.Shigella,0.48366868,-0.6084786,1.1128312
Eubacterium,6.25339,4.123452,6.73314
Extensimonas,-8.097107,0.0,0.0
Ezakiella,-3.1671362,0.0,-3.0492675
F0332,0.0,0.0,-2.64213
Faecalibacterium,-1.2596091,-3.1849985,-1.7353642
Faecalibaculum,-4.214262,-6.9168696,0.0
Faecalicoccus,-7.223602,0.0,-2.7295694
Faecalitalea,-3.4424057,-4.690684,4.0697675
Family.XIII.AD3011.group,2.3314693,2.3086808,2.971683
Family.XIII.UCG.001,-2.197957,-2.1486068,0.483051
Fastidiosipila,2.128785,0.0,0.0
FD2005,0.0,-4.7689357,0.0
Fenollaria,1.289056,3.4045527,2.2910006
Finegoldia,0.0,0.0,-1.6407993
Flavonifractor,-2.2784786,-3.6536934,0.59615755
Fournierella,3.7455714,2.930496,1.7234405
Frisingicoccus,-7.269877,-7.052768,0.0
Fructilactobacillus,-0.62583584,-1.4777943,0.0
Fructobacillus,4.1503353,0.0,0.0
Fusicatenibacter,-1.3660673,-2.155383,0.15540539
Fusobacterium,0.9719103,-0.2220138,3.1151307
Gardnerella,0.0,-1.5444359,0.0
GCA.900066575,-2.7483058,0.53490156,6.233809
GCA.900066755,-0.41760686,1.9542257,4.2552147
Gemella,-4.388746,-0.44006726,1.2919974
Geobacter,-8.236524,0.0,0.0
Glutamicibacter,-7.4597983,0.0,0.0
Gordonibacter,2.3444724,0.5032847,6.4550567
Granulicatella,-6.710604,-3.3769114,0.0
Haemophilus,-0.7773385,-1.9496207,0.7356851
Hafnia.Obesumbacterium,-2.160362,0.0,0.0
Halomonas,-2.507949,0.0,0.0
Halothiobacillus,-8.080633,0.0,0.0
Harryflintia,4.7655454,2.44827,6.7301545
Helicobacter,-7.4597983,0.0,0.0
Hespellia,-6.9218717,0.0,0.0
Holdemanella,-0.04483275,-1.0673165,1.3106456
Holdemania,-0.9193806,-1.8679768,1.2356153
Howardella,9.050911,6.2029285,4.7105503
HT002,5.3812966,4.2656436,6.11675
Hungatella,-1.0984108,-0.5603366,0.6279798
Ileibacterium,-8.257541,0.0,0.0
Incertae.Sedis,-1.7269139,-2.9139051,-0.2949833
Intestinibacter,-6.6516824,0.0,0.0
Intestinimonas,-2.084363,-3.5601392,-1.2676231
Kitasatospora,-2.0833333,0.0,0.0
Klebsiella,-2.8300219,-2.131391,-1.7363116
Kocuria,0.0,0.0,-2.3532808
Kosakonia,0.0,0.0,-1.5028396
Kurthia,-6.4610105,0.0,0.0
Kytococcus,0.0,0.0,-2.052322
Lachnobacterium,0.0,-6.9759045,0.0
Lachnoclostridium,-0.102249585,0.83722305,2.9137027
Lachnospira,0.59060013,-0.86799496,0.54630226
Lachnospiraceae.AC2044.group,-6.769077,0.0,0.0
Lachnospiraceae.FCS020.group,-6.615933,0.0,0.41446507
Lachnospiraceae.FE2018.group,0.0,-5.097955,0.0
Lachnospiraceae.NC2004.group,-6.7961206,0.0,-3.0147734
Lachnospiraceae.ND3007.group,2.1948407,1.2149259,3.479192
Lachnospiraceae.NK3A20.group,0.0,0.0,-4.933119
Lachnospiraceae.NK4A136.group,0.7432745,1.8575152,3.080735
Lachnospiraceae.NK4B4.group,0.0,0.0,-4.9826546
Lachnospiraceae.UCG.001,-6.6882105,0.0,0.0
Lachnospiraceae.UCG.003,0.060678337,-1.9099438,-0.27319738
Lachnospiraceae.UCG.004,-6.503627,0.0,-1.2185233
Lachnospiraceae.UCG.006,-8.01522,0.0,0.0
Lachnospiraceae.UCG.009,-6.6982307,0.0,0.0
Lachnospiraceae.UCG.010,1.160313,-0.09422686,3.0980768
Lachnospiraceae.XPB1014.group,0.0,0.0,-3.1903965
Lacticaseibacillus,-6.52374,-3.924992,0.0
Lacticigenium,-7.611383,0.0,0.0
Lactiplantibacillus,0.0,-5.0579686,0.0
Lactobacillus,4.0248632,2.5576038,5.4407306
Lactococcus,5.683538,2.6618507,8.161103
Lactonifactor,-3.5735352,-1.4887593,0.0
Lautropia,3.5328946,5.3163576,7.2428803
Legionella,-8.059664,0.0,0.0
Lelliottia,0.0,-3.7658248,0.0
Lentilactobacillus,-7.4597983,0.0,0.0
Lentimicrobium,-8.187004,0.0,0.0
Leuconostoc,-0.88970804,0.0,-0.93599695
Levilactobacillus,-0.5896213,-0.67521584,0.0
Libanicoccus,0.0,0.0,-4.7765255
Ligilactobacillus,2.1415884,1.7513709,2.005135
Limnobacter,-7.929304,0.0,0.0
Limnohabitans,-0.72644526,0.0,0.0
Limosilactobacillus,5.2966995,2.3784873,3.2480936
Longivirga,-7.6824374,0.0,0.0
Lysobacter,-8.230205,0.0,0.0
Macellibacteroides,0.0,-6.1857104,-3.0547822
Mailhella,6.726853,4.356341,7.818128
Marvinbryantia,-6.3509855,-1.0013827,0.0
Massilia,-0.72886306,0.0,0.0
Megamonas,1.0276747,0.52636313,3.0616264
Megasphaera,0.49708486,0.3025164,1.1378808
Merdibacter,0.8902293,-1.1018828,3.0034595
Methanobrevibacter,-2.424492,-4.6348863,0.0
Micromonospora,0.0,0.0,-5.3305936
Mitsuokella,-1.4991336,-1.0510966,-2.3234165
Mogibacterium,-5.1097455,0.0,0.0
Monoglobus,-1.7223916,-3.2862303,-0.610369
Morganella,-4.8587213,-2.9127522,0.0
Moryella,-0.8606577,0.0,0.0
Mucispirillum,-7.7965164,0.0,0.0
Muribaculum,-5.119242,0.0,0.0
Murimonas,-5.127153,0.0,0.0
Negativibacillus,3.5131462,2.3441603,9.229127
Negativicoccus,-2.0568388,0.0,-2.338072
Neisseria,4.6148353,6.3455415,8.662616
Neorhizobium,-1.9605286,0.0,0.0
NK4A214.group,-2.0437858,-3.1720824,-0.89949393
Nocardioides,3.727683,0.0,0.0
Odoribacter,-1.7715318,-3.161328,-1.1563138
Oerskovia,0.0,0.0,-6.508428
Olsenella,0.0,-1.2117801,-3.3420684
Oribacterium,-3.9873002,-2.8244374,0.0
Oscillibacter,-1.3769494,-1.5332614,0.3432955
Oscillospira,3.5236177,-0.21716897,3.5683024
Ottowia,-1.8358647,0.0,0.0
Oxalobacter,-0.25672638,-1.4724667,0.07911762
Paeniclostridium,3.9396927,3.7790542,0.70510775
Paludicola,4.091039,2.7496207,4.8860598
Pandoraea,-8.135306,0.0,0.0
Papillibacter,-5.0062284,-3.8540418,0.0
Parabacteroides,-0.45821875,-2.0834186,0.59880775
Paraclostridium,0.0,-4.8521557,0.0
Paracoccus,1.25712,0.0,2.082658
Paraeggerthella,0.3381064,0.0,0.0
Paraprevotella,0.56630987,0.047725603,2.2154703
Parasutterella,-1.4990847,-2.8248465,-0.17658384
Parvibacter,3.4285948,0.0,0.0
Parvimonas,-6.699898,0.0,-4.2688813
Paucibacter,-3.193269,0.0,0.0
Pectobacterium,4.5993934,-1.3002342,-2.5316648
Pediococcus,0.0,-4.2575383,0.0
Pelomonas,-1.2266984,0.0,0.0
Peptoclostridium,-3.0025535,0.0,0.0
Peptococcus,2.618724,1.207419,3.930308
Peptoniphilus,-1.298064,0.0,-0.75647867
Peptostreptococcus,-0.9959355,0.0,-3.7482626
Petrimonas,-8.146378,0.0,0.0
Phascolarctobacterium,0.45013073,-0.999696,1.798152
Phocea,-2.5912836,-3.2354283,1.3687872
Plesiomonas,-2.415995,-2.6437542,0.0
Pluralibacter,-0.17465553,-0.75996715,0.0
Porphyromonas,-6.8735347,0.0,-4.659845
possible.genus.Sk018,-6.485916,0.0,0.0
Prevotella,3.2747047,3.2281847,3.5491471
Prevotella_7,5.623668,4.5059786,5.127684
Prevotella_9,-0.69063276,-1.4206877,-1.3918748
Prevotellaceae.Ga6A1.group,0.0,-2.2074893,0.7431731
Prevotellaceae.NK3B31.group,3.1568878,3.078256,4.803196
Prevotellaceae.UCG.001,-7.563977,-6.322371,0.0
Prevotellaceae.UCG.003,0.0,-7.194275,0.0
probable.genus.10,0.0,0.0,-5.3668065
Propioniciclava,0.0,0.0,-1.8777639
Proteus,-5.30282,-2.876538,0.0
Providencia,0.4850578,0.0,0.0
Pseudaminobacter,-7.99209,0.0,0.0
Pseudobutyrivibrio,0.0,-6.539199,-6.028301
Pseudocitrobacter,-0.43280727,-6.555522,0.0
Pseudoduganella,0.0,0.0,-2.4594157
Pseudoflavonifractor,0.8683224,-0.40358973,2.1218157
Pseudomonas,-7.104967,0.0,-4.020089
Psychrobacter,-5.4169855,-2.6545463,0.0
Pyramidobacter,2.9760077,2.930049,6.9239755
Ralstonia,-1.5274727,1.5288869,0.0
Raoultella,1.4760729,3.6435318,4.3590693
Raoultibacter,-5.205815,-4.7769337,0.0
Rhizorhapis,-1.2979649,0.0,0.0
Rhodococcus,3.7386591,0.0,0.0
Rhodopseudomonas,-7.6824374,0.0,0.0
Rikenella,3.7376893,-0.25097033,0.0
Rikenellaceae.RC9.gut.group,5.572704,5.2407565,0.7171255
Robinsoniella,-5.5325756,0.0,0.0
Romboutsia,-6.6638794,0.0,0.0
Roseburia,-1.8584673,-2.7964008,-1.1016024
Rothia,2.2724552,1.2195243,0.8350887
Rubrobacter,-5.3002124,0.0,0.0
Ruminiclostridium,-5.654045,0.0,0.0
Ruminococcus,-1.8178933,-3.4070067,-1.8072984
S5.A14a,0.0,0.0,-0.19873706
Salmonella,0.0,1.1262428,-2.7647934
Sanguibacteroides,2.729006,0.86670184,2.049524
Sarcina,6.1413794,3.6474576,2.6165223
Scardovia,0.0,0.0,-1.4279188
Schlegelella,-8.002599,0.0,0.0
Sedimentibacter,-7.807671,0.0,0.0
Selenomonas,-5.6018767,-5.514191,0.0
Sellimonas,0.38243762,-0.2420135,3.9153497
Senegalimassilia,3.3353748,1.4790049,3.6675353
Shewanella,-4.2429914,0.0,0.0
Shuttleworthia,-4.3061967,0.0,0.21707246
Slackia,5.559278,5.6074853,6.3175263
Solobacterium,3.589688,3.0537956,1.6972827
SP3.e08,0.0,0.0,-1.7862173
Sphaerochaeta,-7.807671,0.0,0.0
Sphingobacterium,-4.5006547,0.0,-1.7943591
Sphingomonas,2.5361676,0.0,1.0156136
Sporobacter,-6.2501516,0.0,-1.8519119
Sporosarcina,1.7669348,0.0,0.0
Staphylococcus,1.2692884,0.0,-6.2501936
Stenotrophomonas,-7.555158,0.0,0.0
Stomatobaculum,0.0,-1.5987638,-3.8986607
Streptococcus,-2.046263,-3.401809,-0.7539711
Subdoligranulum,-1.7999866,-3.5053437,-2.043353
Succinatimonas,5.8610535,2.7313595,6.014703
Succiniclasticum,-4.948057,0.0,0.0
Succinivibrio,0.0,0.0,-6.4182963
Sutterella,-0.046053827,-1.561337,1.1590024
Synergistes,0.0,-3.1755147,-2.4901936
Syntrophococcus,-6.576028,0.0,0.0
Taibaiella,-7.6824374,0.0,0.0
Tepidicella,0.0,0.0,-5.7557406
Tepidimonas,0.0,0.0,-6.146084
Terrisporobacter,-5.677857,-2.2253025,0.0
Thauera,-2.122371,0.0,0.0
Thermus,-5.4966245,0.0,0.0
Thiomonas,-8.104128,0.0,0.0
TM7a,4.1194096,0.0,1.0994146
TM7x,6.520701,2.11608,3.015924
Trabulsiella,0.0,-4.370613,-3.651265
Treponema,0.0,0.0,-4.8486896
Trichococcus,-2.366603,0.0,0.0
Truepera,-7.99209,0.0,0.0
Turicibacter,-2.0642111,-2.23932,0.56038886
Tuzzerella,-2.2019644,-0.44138953,7.8678203
Tyzzerella,-0.41952798,-0.5730552,5.590147
UBA1819,-1.8700472,-3.0229216,0.32912308
UC5.1.2E3,-7.5992856,0.0,0.0
UCG.002,-1.463226,-2.911341,-1.6502008
UCG.003,0.08134719,-1.1620541,0.35599956
UCG.004,9.556277,5.490486,2.923619
UCG.005,-1.8004472,-3.1246428,-1.5597179
UCG.007,-4.4825106,-0.9870499,0.0
UCG.008,0.7852863,-1.0198753,1.3550558
UCG.009,2.2902899,2.0701637,4.5867767
Uruburuella,-2.8754365,0.0,0.0
Vagococcus,-4.077874,0.0,0.0
Varibaculum,-5.9689336,0.0,0.0
Veillonella,-1.962132,-2.9279444,-1.0999603
Victivallis,3.91445,-0.6001777,2.7542534
Vulcaniibacterium,-0.33297476,0.0,0.0
Weissella,0.5600049,0.3096763,-0.078800045
XBB1006,0.0,0.0,-3.3549254
