,10959,14130,14669
Caldicellulosiruptor,-0.25911322,0.0,0.0
Campylobacter,1.3412676,0.48068833,0.3286859
Candidatus.Arthromitus,0.6589282,0.0,0.0
Candidatus.Methanogranum,-1.2053162,0.0,-0.17723818
Candidatus.Methanomethylophilus,0.136691,0.0,0.0
Candidatus.Nitrosotenuis,0.08768438,0.0,0.0
Candidatus.Omnitrophus,0.09949008,0.0,0.0
Candidatus.Saccharimonas,0.68004435,0.0,0.0
Candidatus.Soleaferrea,1.4029156,1.0694518,0.560041
Candidatus.Solibacter,0.4431192,0.0,0.0
Candidatus.Stoquefichus,3.2802734,1.4892198,0.07075118
Caproiciproducens,-0.3728431,0.0,-1.9390674
Cardiobacterium,1.0465972,0.0,-1.9917414
Carnobacterium,-0.7855128,0.0,0.0
Caryophanon,0.0,0.0,1.4838483
Catabacter,4.709484,0.6068244,-0.63418716
Catellicoccus,-0.27263483,0.0,0.0
Catenibacillus,3.0685208,1.3944448,-0.38303936
Catenibacterium,-0.8517458,1.9365733,0.9003943
Catenisphaera,0.5254225,0.0,0.0
Caulobacter,-2.5340889,0.0,0.0
Cellulosilyticum,-0.72561103,0.0,0.0
Cellulosimicrobium,0.0,0.0,-0.5681132
Cenarchaeum,0.31603143,0.0,0.0
Centipeda,0.0,0.9275726,0.0
Cetobacterium,-0.6032578,0.0,0.0
Chania,0.7228786,0.0,0.0
CHKCI001,5.501582,1.3871152,0.9432885
CHKCI002,1.9074031,-0.27196503,-0.039737735
Christensenella,3.944119,-0.4946228,-1.2649136
Christensenellaceae.R.7.group,-0.095485054,0.3372152,-0.00036166434
Chryseobacterium,-0.7695667,0.0,0.0
Chthoniobacter,0.415629,0.0,0.0
Citricoccus,0.007774298,0.0,0.0
Citrobacter,-0.124068424,2.1444488,-1.7385863
Cloacibacillus,1.4725177,-1.7850327,1.0503906
Clostridioides,-0.80865836,-1.2715228,1.0601315
Clostridium.sensu.stricto.1,-0.03647075,0.8511667,0.049767904
Clostridium.sensu.stricto.13,3.0504177,1.8677354,1.8830348
Clostridium.sensu.stricto.2,0.0,-0.40659127,0.0
Clostridium.sensu.stricto.3,-0.24348424,0.0,0.0
Clostridium.sensu.stricto.4,0.5924343,0.0,0.0
Clostridium.sensu.stricto.5,0.48316264,0.0,0.0
Clostridium.sensu.stricto.7,0.5842986,0.0,0.0
Colidextribacter,0.4866242,-0.33562672,-0.1599111
Collinsella,0.41812658,-0.18988538,-0.46434322
Comamonas,-0.43795907,0.0,0.0
Conservatibacter,0.48379725,-0.7071868,3.0695715
Coprobacillus,1.2632351,0.40548223,0.8852962
Coprobacter,1.5385747,-1.2183716,0.17608567
Coprococcus,1.4091083,1.4037055,1.509596
Coriobacteriaceae.UCG.002,0.0,-0.654505,0.0
Corynebacterium,2.0633085,2.2623618,-1.6318063
Cosenzaea,3.575313,0.71067834,0.0
Coxiella,0.1605382,0.0,0.0
Criibacterium,0.0,0.0,0.048837967
Cronobacter,-0.3092538,0.0,0.0
Cryptobacterium,0.0,1.0079482,0.0
Cuneatibacter,-0.38113433,0.0,0.0
Cupriavidus,0.47455406,0.0,0.0
Curtobacterium,0.6181838,0.0,0.0
Curvibacter,3.21533,1.8421552,0.0
Cutibacterium,0.0,0.88007414,0.0
Defluviicoccus,0.4431192,0.0,0.0
Defluviitaleaceae.UCG.011,0.33661863,0.96382487,-1.068626
Deinococcus,-0.87684417,0.0,0.0
Delftia,0.0,0.0,-2.1117218
Dellaglioa,0.0,0.0,1.033217
Denitratisoma,0.28726578,0.0,0.0
Denitrobacterium,0.53807896,0.0,0.0
Dermabacter,1.5171008,0.0,0.49047264
Dermatophilus,0.54842055,0.0,0.0
Desulfovibrio,0.44264668,-0.20384236,1.1598653
DEV114,0.25623474,0.0,0.0
dgA.11.gut.group,-0.45041582,0.0,0.0
Dialister,-0.33917758,0.16098481,-0.59386754
Dielma,1.7715596,-0.72415596,-1.6288432
Diplorickettsia,0.3628345,0.0,0.0
DNF00809,0.84176284,0.0,-0.97568905
Dolosigranulum,0.5161699,0.0,0.0
Dorea,0.017765097,0.20673975,-0.021820065
DSSD61,0.11330797,0.0,0.0
DTU089,2.965403,-0.3777112,-1.5295347
Dysgonomonas,1.4193106,0.0,-2.314329
Edaphobaculum,0.28726578,0.0,0.0
Eggerthella,3.026449,1.0880059,-1.3484693
Eggerthia,0.6571428,0.0,0.0
Eikenella,0.08581679,0.0,0.0
Eisenbergiella,2.5168405,-0.2746504,-0.50045085
Elusimicrobium,-0.5539325,0.48139432,1.37495
Empedobacter,-0.7232646,0.0,0.0
Endozoicomonas,-0.07310492,0.0,0.0
Enhydrobacter,-0.3417954,0.0,0.0
Enorma,0.0,-1.5328842,0.0
Enterobacter,0.21104755,0.0,0.0
Enterococcus,0.5931539,3.082887,-1.2243319
Enterorhabdus,-2.636059,0.0,-2.2512374
Epulopiscium,2.8753705,-1.0235741,3.502077
Eremococcus,0.35200408,0.0,1.8655807
Erysipelatoclostridium,2.8162127,2.9596953,1.8895842
Erysipelotrichaceae.UCG.003,1.9277999,1.6807547,1.4405833
Erysipelotrichaceae.UCG.006,1.3340073,3.0116408,1.9722396
Escherichia.Shigella,0.12519495,0.19171299,0.14303036
Eubacterium,2.505335,0.060782496,0.2067452
Extensimonas,0.21938205,0.0,0.0
Ezakiella,2.9318705,2.3613966,-1.5400327
F0332,0.0,0.0,1.7064192
Facklamia,0.73325896,0.0,1.9543738
Faecalibacterium,0.34821683,0.12752204,0.21304587
Faecalibaculum,0.053496864,0.0,0.0
Faecalicoccus,3.6182485,-0.8925438,-1.3721741
Faecalitalea,3.160506,0.34687608,-0.628657
Falsochrobactrum,2.5171587,0.0,-0.5672584
Family.XIII.AD3011.group,0.581647,0.56072694,0.0035476503
Family.XIII.UCG.001,1.9949135,1.3771422,1.1159127
Fastidiosipila,1.0813353,0.0,0.16049762
FD2005,-0.6425266,0.0,0.0
Fenollaria,1.6742933,1.580839,-1.3353676
Fibrobacter,0.22340353,0.0,0.0
Filifactor,0.5710511,0.0,0.0
Finegoldia,2.295474,0.0,-2.2868505
Flavobacterium,-0.33103836,0.0,0.0
Flavonifractor,1.1483674,-1.1120341,-0.86515987
Flectobacillus,0.28329486,0.0,0.0
Flexilinea,0.5485629,0.0,0.0
Fluviicola,0.5746903,0.0,0.0
Fournierella,-0.76947284,2.3640077,0.95175344
Franconibacter,0.24101488,0.0,0.0
Fretibacterium,0.0,-0.16341646,0.0
Frisingicoccus,3.1232016,-0.671988,-1.8698076
Fructobacillus,0.40641373,0.0,0.0
Fusicatenibacter,0.34102884,0.06090429,-0.37848204
Fusobacterium,1.7748185,-1.075443,1.8752481
Ga0074140,0.23362777,0.0,0.0
Gallicola,3.722701,0.0,-0.72292125
Garciella,0.65074694,0.0,0.0
Gardnerella,0.06820157,0.0,0.89016825
GCA.900066575,0.12685707,0.44381002,0.25134587
GCA.900066755,2.3214512,-0.7770639,-1.7677631
Gemella,1.6228814,0.8440877,1.6596934
Gemmobacter,0.07941961,0.0,0.0
Geobacillus,-2.719849,0.0,0.0
Globicatella,-0.068904206,0.0,0.0
Gluconacetobacter,0.5660452,0.0,0.0
Glutamicibacter,0.41252732,0.0,0.0
Gordonia,0.0,0.0,2.0367072
Gordonibacter,3.3476446,1.5184923,-1.7568442
Granulicatella,-0.9316768,0.0,-0.6677086
H1,0.6385232,0.0,0.0
Haematobacter,0.24974142,0.0,0.0
Haemophilus,0.96726024,0.5227918,1.5582725
Hafnia.Obesumbacterium,0.0,-1.7362398,-2.0832086
Haliangium,0.23362777,0.0,0.0
Harryflintia,2.9937732,-0.51172256,-1.7870398
Helcococcus,0.80210805,0.0,-0.77096623
Helicobacter,-0.9203745,0.0,0.0
Herbinix,-0.48450327,0.0,0.0
Hespellia,0.42422172,0.84161645,-0.51917684
hgcI.clade,0.4070002,0.0,0.0
Hirschia,0.23969556,0.0,0.0
Holdemanella,-0.63116294,0.249116,0.8371273
Holdemania,1.4961314,0.29508522,-1.1532604
Howardella,1.7433743,1.3779947,2.778955
HT002,2.5584388,1.2577704,-1.1838744
Hungatella,1.6048561,-0.15384252,1.2935004
Hyphomicrobium,0.13912097,0.0,0.0
Ideonella,0.495004,0.0,0.0
Incertae.Sedis,1.1045111,-0.6337484,-1.0146273
Inhella,0.29800484,0.0,0.0
Intestinibacter,-0.42672703,1.1664164,-0.6036274
Intestinimonas,0.91501045,-0.819716,-0.9734888
Jeotgalicoccus,0.13957159,0.0,0.0
Johnsonella,0.037604593,0.0,0.0
Jonquetella,0.0,0.0,-2.199771
Ketogulonicigenium,0.5161699,0.0,0.0
Kineosphaera,0.24617708,0.0,0.0
Klebsiella,0.35453013,0.11683033,1.1104797
Knoellia,0.45862633,0.0,0.0
Kocuria,1.6185578,0.0,-1.5428027
Kosakonia,-0.23349535,0.0,0.0
Kurthia,0.0843847,0.0,0.0
Kytococcus,0.34584004,0.0,0.0
Lachnoanaerobaculum,-0.10727864,0.0,-1.4445559
Lachnoclostridium,0.14057393,-0.38675928,-0.04106399
Lachnospira,0.7370097,0.37935713,0.45239457
Lachnospiraceae.AC2044.group,-2.2599058,-0.7827749,0.0
Lachnospiraceae.FCS020.group,-0.013851011,0.61666507,0.0140403025
Lachnospiraceae.FE2018.group,3.1322365,-0.011989884,-0.69453305
Lachnospiraceae.NC2004.group,-0.42287394,0.0,-2.274428
Lachnospiraceae.ND3007.group,0.023697825,0.5682816,0.022861999
Lachnospiraceae.NK3A20.group,-1.9841081,0.0,0.0
Lachnospiraceae.NK4A136.group,0.3040173,0.30000687,0.26998594
Lachnospiraceae.NK4B4.group,-2.6380427,0.0,-1.5587848
Lachnospiraceae.UCG.001,-0.7043393,1.0870311,-0.801456
Lachnospiraceae.UCG.002,-0.32134247,0.0,0.0
Lachnospiraceae.UCG.003,-0.65236735,0.9616237,0.3548611
Lachnospiraceae.UCG.004,0.96909237,1.1082621,1.3109797
Lachnospiraceae.UCG.007,-2.3439794,0.0,1.3506747
Lachnospiraceae.UCG.008,-0.6470463,0.0,0.0
Lachnospiraceae.UCG.009,0.9734702,3.0200334,-1.2481494
Lachnospiraceae.UCG.010,1.6055247,0.2831022,1.2122167
Lachnotalea,0.6626537,0.0,0.0
Lacibacter,0.09698712,0.0,0.0
Lacticaseibacillus,5.2976427,-0.20310682,-2.1763694
Lactiplantibacillus,2.4145188,0.0,-1.8018947
Lactobacillus,1.847353,-0.46962807,-1.3813846
Lactococcus,0.7987663,2.7117372,0.07663898
Lactonifactor,1.515624,-0.111380965,-2.1917553
Lacunisphaera,0.4070002,0.0,0.0
Lapidilactobacillus,0.0,2.020199,0.0
Laribacter,0.4006624,0.0,0.0
Latilactobacillus,0.0,0.0,-1.826903
Lautropia,0.32462564,0.0,0.0
Lawsonella,2.5964,0.0,-2.2833483
Legionella,0.31001094,0.0,0.0
Leminorella,0.22307165,0.0,0.0
Lentimicrobium,0.0,0.49100137,0.0
Leptolinea,0.1605382,0.0,0.0
Leptotrichia,0.31509024,-0.8024235,0.0
Leucobacter,4.1074896,0.0,0.44737044
Leuconostoc,-0.9427094,1.0255119,0.2638254
Levilactobacillus,0.0,0.0,-0.25608817
Libanicoccus,-1.9958097,0.0,0.0
Ligilactobacillus,1.926418,2.6285994,4.5044346
Limnohabitans,0.5835771,0.0,0.0
Limosilactobacillus,3.6578271,0.32331738,1.695225
Liquorilactobacillus,-0.14006838,0.0,0.0
LNR.A2.18,0.0,0.86382216,0.0
Luteimonas,0.15237004,0.0,0.0
Luteolibacter,0.6589282,0.0,0.0
Lysinibacillus,-0.29552457,0.0,0.0
Macellibacteroides,0.4275327,0.0,0.0
Mageeibacillus,0.44537744,0.0,0.0
Magnetospirillum,0.28726578,0.0,0.0
Mailhella,-0.41477925,-2.3096564,0.0
Mangrovibacter,0.575041,0.0,0.0
Mannheimia,-0.07821142,0.0,0.0
Marvinbryantia,1.1716753,2.0268729,1.1866441
Massilia,0.0,1.5693023,0.0
Megamonas,-1.0136579,-2.3513172,0.0
Megasphaera,-1.1485564,-2.3363154,5.15399
Meiothermus,-1.1692314,0.0,0.0
Merdibacter,4.089786,2.526249,1.0742775
Methanobacterium,0.0,0.0,1.074765
Methanobrevibacter,0.69176817,2.0750608,-0.96911675
Methanomassiliicoccus,-0.06943484,0.0,0.0
Methanosaeta,0.0,-0.7037488,0.0
Methanosphaera,-2.0887742,0.0,0.0
Methylobacterium.Methylorubrum,-0.669185,0.0,0.0
Methylomonas,0.20370097,0.0,0.0
Methyloversatilis,0.5835771,0.0,0.0
Microbacterium,1.8001908,0.0,2.293874
Micrococcus,4.3754044,2.670334,1.559221
Microvirga,0.4275327,0.0,0.0
Mitsuokella,-2.4546335,-1.5797528,0.0
Mobiluncus,2.0553584,0.0,-2.024449
Moellerella,0.54272705,0.0,0.0
Mogibacterium,0.2057682,0.98352605,-0.41376236
Monoglobus,1.2419949,1.0384263,0.23805028
Moraxella,0.31979677,0.0,0.0
Morganella,0.32771787,-0.4638227,-0.4924728
Moryella,0.22443384,0.0,0.2118835
Murdochiella,1.7462281,0.0,-2.3437276
Muribaculum,2.0585577,0.0,-0.19210602
Murimonas,0.48906824,0.0,2.368903
Mycobacterium,-0.16026193,0.0,2.637825
Mycoplasma,-0.3889487,0.0,0.0
Myroides,0.65843767,0.0,0.0
Necropsobacter,-0.24971515,0.0,0.0
Negativibacillus,1.3767697,1.03737,1.17837
Negativicoccus,2.043749,0.0,-0.8208066
Neisseria,1.6818731,0.94329107,3.5170767
Neorhizobium,0.0,0.0,1.2490854
Nitrospira,0.495004,0.0,0.0
NK4A214.group,0.47722495,-0.116868846,0.084336974
Nocardiopsis,0.46712634,0.0,0.0
Noviherbaspirillum,0.15794978,0.0,0.0
Novosphingobium,-1.5625285,0.0,0.0
Oceanivirga,0.56400317,0.0,0.0
Oceanobacillus,0.0,0.0,-2.5088954
Odoribacter,0.53844464,-0.59814817,-0.20785224
OLB12,0.28726578,0.0,0.0
Oligella,0.18256964,0.0,0.0
Olsenella,3.729063,-1.1416357,0.8623962
Oribacterium,-0.87324446,1.5012217,1.0311067
Oscillibacter,0.7191925,-0.845909,-0.6850705
Oscillospira,1.5552752,-1.4095546,-0.9814189
Ottowia,-1.587137,0.0,0.0
Oxalicibacterium,0.3167844,0.0,0.0
Oxalobacter,2.8951247,2.976037,2.3822703
Paenarthrobacter,0.49487513,0.0,0.0
Paenibacillus,2.372056,0.0,-1.4535578
Paeniclostridium,2.4650452,-0.2648372,3.828295
Paenisporosarcina,0.0,0.0,-0.2790446
Paludicola,0.39237705,0.6626732,0.5450267
Papillibacter,3.475054,1.8804106,-1.3551416
Parabacteroides,0.37910026,-0.39123595,-0.05388872
Paraclostridium,1.1898465,-0.38682476,0.0
Paracoccus,-0.5941572,0.0,0.0
Paraeggerthella,0.3670455,0.0,0.0
Paraprevotella,1.0676854,0.42395627,0.8726856
Parapusillimonas,0.5793568,0.0,0.0
Parasutterella,0.44905904,-0.8587647,-0.7578999
Parvibacter,1.8325237,0.0,1.1818802
Parvimonas,0.75179774,0.9225742,-0.2663955
Paucilactobacillus,0.65126145,0.0,0.0
Pediococcus,0.14630456,0.0,0.0
Pedobacter,0.15162118,0.0,0.0
Pedomicrobium,-0.035825815,0.0,0.0
Pelomonas,2.4734433,0.0,-1.6060162
Peptoclostridium,-0.2616824,0.0,0.0
Peptococcus,1.1479607,0.52162105,0.37776938
Peptoniphilus,0.54935914,0.0,-2.271483
Peptostreptococcus,2.216788,1.2095618,1.4886231
Perlucidibaca,0.58998764,0.0,0.0
Phascolarctobacterium,0.37882954,-0.80747,0.9756948
Phocaeicola,-0.027237097,0.0,0.0
Phocea,2.092465,-0.7506247,-1.5165241
Photobacterium,0.32257673,0.0,0.0
Phreatobacter,-0.03563385,0.0,2.3448105
Phyllobacterium,0.0,0.0,1.2492793
Piscinibacter,0.16595776,0.0,0.0
Pleomorphomonas,0.148306,0.0,0.0
Plesiomonas,-0.5836975,0.0,0.0
Pluralibacter,1.5874665,0.0,-2.2064633
Porphyrobacter,0.036719963,0.0,0.0
Porphyromonas,2.204433,2.0599523,-1.4457116
possible.genus.Sk018,-1.0301713,1.2014737,0.4582025
Prevotella,-0.32914835,0.3776667,0.17564312
Prevotella_7,-0.7112598,0.8632533,-0.7935641
Prevotella_9,-0.4603353,0.35214186,1.3656819
Prevotellaceae.NK3B31.group,-0.038790137,2.7947276,0.14699396
Prevotellaceae.UCG.001,-2.1290607,-0.883119,0.0
Prevotellaceae.UCG.003,-2.491649,0.0,0.0
Prevotellaceae.UCG.004,-1.9148088,0.0,0.0
Prochloron.P1.Palau,0.0,1.5693023,0.0
Proteiniphilum,0.653706,0.0,0.0
Proteus,2.1529458,1.7439811,3.1099012
Providencia,-0.30528316,0.0,-0.314609
Pseudarthrobacter,0.5833042,0.0,0.0
Pseudobutyrivibrio,0.6507947,0.0,0.0
Pseudochrobactrum,0.6395461,0.0,0.0
Pseudocitrobacter,-2.278275,0.0,0.0
Pseudoclavibacter,3.7744207,0.0,0.7385962
Pseudoflavonifractor,1.1441098,0.5141377,-0.7367434
Pseudoglutamicibacter,2.3251426,0.0,1.6125548
Pseudomonas,-1.4308872,2.249427,-1.5977253
Pseudoramibacter,0.0,1.407208,0.0
Psychrobacter,-0.020027924,0.0,0.0
Pygmaiobacter,-0.8550738,0.9936722,0.27181643
Pyramidobacter,2.3160794,0.35123318,4.3435616
Ralstonia,2.5322971,0.0,1.4402682
Ramlibacter,0.35752583,0.0,0.0
Raoultibacter,2.7075386,-0.28361547,-0.8142987
Reyranella,0.15794978,0.0,0.0
Rheinheimera,0.17716008,0.0,0.0
Rhizorhapis,0.5161699,0.0,0.0
Rhodococcus,2.515574,0.0,-0.97158474
Rhodoferax,0.47294208,0.0,0.0
Rhodopila,0.107498825,0.0,0.0
Rhodoplanes,0.052058183,0.0,0.0
Rickettsiella,0.46218392,0.0,0.0
Rikenellaceae.RC9.gut.group,-1.5792258,2.1443992,0.89231867
Rivibacter,0.46403483,0.0,0.0
Robinsoniella,-0.794294,0.52829224,0.0
Romboutsia,-0.1704487,0.58002275,-0.6435286
Roseburia,0.3784099,0.3636033,0.2826336
Roseisolibacter,0.5772047,0.0,0.0
Roseomonas,0.37954384,0.0,0.0
Rothia,1.6796259,2.5723882,0.1613131
Rubellimicrobium,0.550015,0.0,0.0
Rubritepida,0.0,0.88007414,0.0
Rubrobacter,0.57722944,0.0,0.0
Rufibacter,0.0,0.0,1.4138111
Ruminiclostridium,3.0261893,-0.32613957,-0.9459602
Ruminobacter,-2.0817516,0.0,0.0
Ruminococcus,0.21282402,0.33796278,0.1808805
S5.A14a,1.5554926,0.0,-2.276525
Saccharococcus,-0.13324267,0.0,0.0
Sanguibacter.Flavimobilis,0.0,0.0,1.2006298
Sanguibacteroides,3.360119,-1.0461416,2.2382321
Sarcina,-1.8638397,0.0,1.9791481
Savagea,0.46648788,0.0,0.0
Scardovia,1.5609734,0.0,-0.43950433
Schlegelella,0.62094146,0.0,0.0
Sedimentibacter,0.14740217,0.0,0.0
Sediminibacterium,0.4114225,0.0,0.0
Selenomonas,4.9027414,0.5153265,0.0
Sellimonas,3.4710515,1.2199838,1.1041665
Senegalimassilia,-0.71238405,0.697395,-0.4599093
Serratia,0.6345396,0.0,0.0
SH.PL14,0.16320579,0.0,0.0
Shuttleworthia,1.9385734,-1.2917666,-0.0526843
Slackia,1.0166379,0.08376709,1.0374688
SM1A02,0.12988065,0.0,0.0
Smithella,0.09949008,0.0,0.0
SN8,0.59941274,0.0,0.0
Sneathia,-0.26650083,-0.0686462,0.0
Solibacillus,1.6908896,0.0,-2.400889
Solobacterium,0.532237,2.9457033,2.208445
Soonwooa,0.28225717,0.0,0.0
Sphaerochaeta,0.21971232,0.0,0.0
Sphingobacterium,-0.5472516,0.0,0.0
Sphingobium,-2.1989865,0.0,1.950148
Sphingomonas,4.3334193,3.030345,2.3787947
Sphingopyxis,0.0,0.0,2.0939572
Sporobacter,-0.3419297,0.0,0.0
Sporolactobacillus,0.0,0.0,0.29519275
Sporomusa,-0.14521015,0.0,0.0
Staphylococcus,-0.42329037,0.0,-2.3039596
Stenotrophomonas,0.26593602,0.0,-1.9947864
Stomatobaculum,2.220025,1.5002345,0.0
Streptococcus,1.253108,0.21720007,0.4625734
Streptomyces,-0.90175,0.0,0.0
Subdoligranulum,-0.03037012,0.310588,-0.15100779
Subgroup.10,0.33229396,0.0,0.0
Succinatimonas,1.6457565,-1.8274314,0.0
Succiniclasticum,-0.61396515,0.0,0.0
Succinivibrio,-2.1580722,0.74124926,0.0
Sulfurisoma,0.4431192,0.0,0.0
Sulfuritalea,0.27756426,0.0,0.0
Sutterella,0.027573755,-0.94957614,1.28609
SWB02,0.22792526,0.0,0.0
Synechococcus.CC9902,0.5910349,0.0,0.0
Synergistes,3.9199615,-1.803165,0.0
Syntrophococcus,0.09118205,0.0,0.0
Taibaiella,0.5161699,0.0,0.0
Tepidimonas,-0.030148609,0.0,0.0
Tepidiphilus,0.42447385,0.0,0.0
Terribacillus,0.0,0.0,0.38303342
Terrilactibacillus,0.0,0.0,1.3605953
Terrimonas,0.22792526,0.0,0.0
Terrisporobacter,-2.5178075,0.0,-1.852249
Tetragenococcus,-1.9389023,0.0,0.0
Thauera,0.5993793,0.0,0.0
Thermoanaerobacter,0.64145637,0.0,0.0
Thermoanaerobacterium,-0.086938195,0.0,0.0
Thermomonas,-0.056777094,0.0,0.0
Thermus,-2.0744774,0.0,0.0
TM7x,4.3264303,-1.5343895,0.0
Treponema,-2.7365613,0.0,0.0
Tumebacillus,0.3372386,0.0,0.0
Turicella,0.59787005,0.0,0.0
Turicibacter,0.5901894,0.5424014,-0.22416751
Tuzzerella,1.4098117,-1.394619,-1.293778
Tyzzerella,1.8092515,-1.002949,-1.5043201
UBA1819,1.4236369,-1.0513452,-1.1749932
UC5.1.2E3,4.117928,-1.0234894,-1.3983687
UCG.001,-1.2346433,0.0,0.0
UCG.002,0.24035826,0.052794334,0.3159908
UCG.003,0.9715354,0.7964432,0.99303883
UCG.004,-2.5198724,0.0,-1.6972141
UCG.005,-0.094692536,0.19547841,0.37917218
UCG.007,3.8586965,-0.5366331,-0.8138783
