,10959,14130,14669
Campylobacter,2.3276415,1.7466204,2.067713
Candidatus.Arthromitus,-0.78643185,0.0,0.0
Candidatus.Methanogranum,-3.7125492,0.0,-3.2466373
Candidatus.Methanomethylophilus,-0.11524793,0.0,0.0
Candidatus.Nitrosotenuis,-0.52187175,0.0,0.0
Candidatus.Omnitrophus,-0.5063789,0.0,0.0
Candidatus.Saccharimonas,-3.2769845,0.0,0.0
Candidatus.Soleaferrea,1.0066692,0.925914,0.9963538
Candidatus.Solibacter,-0.07928458,0.0,0.0
Candidatus.Stoquefichus,1.3984711,-0.08938168,-0.9615606
Caproiciproducens,-1.5109866,0.0,-2.492859
Cardiobacterium,-0.72538346,0.0,-2.564522
Carnobacterium,-2.6986532,0.0,0.0
Caryophanon,0.0,0.0,-2.0032744
Catabacter,3.9493983,-0.11743851,-0.52938557
Catellicoccus,-1.6056826,0.0,0.0
Catenibacillus,2.105418,0.6457889,-0.289662
Catenibacterium,-1.6361818,1.3846693,0.9037696
Catenisphaera,1.8198677,0.0,0.0
Caulobacter,-2.916276,0.0,0.0
Cellulosilyticum,-2.55173,0.0,0.0
Cellulosimicrobium,0.0,0.0,-3.9188538
Cenarchaeum,-1.7379079,0.0,0.0
Centipeda,0.0,-1.7918452,0.0
Cetobacterium,-1.8446652,0.0,0.0
Chania,-0.7204662,0.0,0.0
CHKCI001,0.53927743,-2.003839,-2.1893952
CHKCI002,3.6683993,1.6363599,2.6980379
Christensenella,1.0460336,-2.7118196,-2.4262834
Christensenellaceae.R.7.group,-0.8268842,-0.12271135,0.06042925
Chryseobacterium,-2.0971985,0.0,0.0
Chthoniobacter,-0.99966383,0.0,0.0
Citricoccus,-1.0958786,0.0,0.0
Citrobacter,-1.0639826,2.032406,-2.2027333
Cloacibacillus,1.5403591,-1.6037731,2.311085
Clostridioides,-0.1358362,-0.39419758,2.9659185
Clostridium.sensu.stricto.1,0.5949356,1.7367812,1.4668763
Clostridium.sensu.stricto.13,0.36948186,0.075182155,0.6355373
Clostridium.sensu.stricto.2,0.0,-2.550446,0.0
Clostridium.sensu.stricto.3,-1.3704797,0.0,0.0
Clostridium.sensu.stricto.4,-3.3369102,0.0,0.0
Clostridium.sensu.stricto.5,-3.384402,0.0,0.0
Clostridium.sensu.stricto.7,1.8906034,0.0,0.0
Colidextribacter,-0.1650707,-0.7073636,-0.014842134
Collinsella,0.91670936,0.5857753,0.83222985
Comamonas,0.99080974,0.0,0.0
Conservatibacter,0.89215535,-0.3669084,5.1120048
Coprobacillus,0.10265352,-0.4334183,0.6097456
Coprobacter,2.2518778,-0.28565028,1.7446558
Coprococcus,0.91914326,1.1828291,1.8006303
Coriobacteriaceae.UCG.002,0.0,-2.3772109,0.0
Corynebacterium,1.2390418,1.7561955,-1.6672801
Cosenzaea,2.1900692,-1.1863543,0.0
Coxiella,-0.42703417,0.0,0.0
Criibacterium,0.0,0.0,-3.4587488
Cronobacter,-1.257567,0.0,0.0
Cryptobacterium,0.0,-1.8861848,0.0
Cuneatibacter,-1.5692703,0.0,0.0
Cupriavidus,1.7650952,0.0,0.0
Curtobacterium,-0.4435493,0.0,0.0
Curvibacter,1.0320295,-0.81700826,0.0
Cutibacterium,0.0,-1.9055604,0.0
Defluviicoccus,-0.07928458,0.0,0.0
Defluviitaleaceae.UCG.011,-0.3767774,0.5560857,-0.9222424
Deinococcus,0.5229772,0.0,0.0
Delftia,0.0,0.0,-3.533944
Dellaglioa,0.0,0.0,-2.6785307
Denitratisoma,-0.2668007,0.0,0.0
Denitrobacterium,-3.3624322,0.0,0.0
Dermabacter,0.19411087,0.0,-1.866698
Dermatophilus,-2.9046485,0.0,0.0
Desulfovibrio,-0.15648276,-0.5253303,1.3516241
DEV114,-1.9157125,0.0,0.0
dgA.11.gut.group,-1.0572387,0.0,0.0
Dialister,0.5497815,1.3157845,1.0896107
Dielma,2.5109308,0.31780282,0.0048086294
Diplorickettsia,-2.025791,0.0,0.0
DNF00809,0.78680605,0.0,-1.8047597
Dolosigranulum,-1.4771595,0.0,0.0
Dorea,-0.6773833,-0.21649717,0.07775026
DSSD61,-0.48830903,0.0,0.0
DTU089,2.1393898,-0.9169578,-1.5165571
Dysgonomonas,-1.2844596,0.0,-3.9461553
Edaphobaculum,-0.2668007,0.0,0.0
Eggerthella,2.1894848,0.5083382,-1.3644661
Eggerthia,1.8868507,0.0,0.0
Eikenella,-1.3911911,0.0,0.0
Eisenbergiella,3.4369886,0.85866696,1.2058971
Elusimicrobium,0.5831437,1.8914937,3.2513416
Empedobacter,-1.3036953,0.0,0.0
Endozoicomonas,-2.338493,0.0,0.0
Enhydrobacter,-1.1052812,0.0,0.0
Enorma,0.0,-3.969892,0.0
Enterobacter,-2.5384111,0.0,0.0
Enterococcus,-0.23487078,2.5174336,-1.2322512
Enterorhabdus,-4.3255844,0.0,-3.699485
Epulopiscium,-0.570309,-2.6679196,2.2103348
Eremococcus,0.3246959,0.0,0.84306985
Erysipelatoclostridium,0.23618935,0.6586662,0.10221755
Erysipelotrichaceae.UCG.003,0.45790905,0.47742257,0.7601441
Erysipelotrichaceae.UCG.006,2.1802192,4.075766,3.6117344
Escherichia.Shigella,0.68989986,1.0268062,1.4983763
Eubacterium,5.4294486,3.0625544,4.123916
Extensimonas,-0.18183856,0.0,0.0
Ezakiella,1.8093032,1.4403226,-1.6220773
F0332,0.0,0.0,-2.99931
Facklamia,-1.398277,0.0,-0.16054425
Faecalibacterium,-0.09897212,-0.04578734,0.5518692
Faecalibaculum,-1.5561904,0.0,0.0
Faecalicoccus,2.9778628,-1.3582345,-0.9447832
Faecalitalea,2.1725752,-0.40797308,-0.81747997
Falsochrobactrum,-1.3400991,0.0,-3.7539062
Family.XIII.AD3011.group,0.4621039,0.7098932,0.6808278
Family.XIII.UCG.001,1.7991476,1.4451767,1.7293074
Fastidiosipila,-1.5456625,0.0,-2.8752413
FD2005,-2.9694948,0.0,0.0
Fenollaria,1.1587583,1.3325272,-1.020337
Fibrobacter,-2.0264285,0.0,0.0
Filifactor,-1.3200028,0.0,0.0
Finegoldia,0.30448714,0.0,-3.939788
Flavobacterium,-1.8417544,0.0,0.0
Flavonifractor,2.666304,0.6708865,1.4480815
Flectobacillus,-0.4218567,0.0,0.0
Flexilinea,-0.8950355,0.0,0.0
Fluviicola,1.7363868,0.0,0.0
Fournierella,-1.5388407,1.8310925,0.93223387
Franconibacter,-1.80796,0.0,0.0
Fretibacterium,0.0,-3.266399,0.0
Frisingicoccus,1.9206855,-1.5555717,-2.0048735
Fructobacillus,-1.7407697,0.0,0.0
Fusicatenibacter,0.36423483,0.35648075,0.43853217
Fusobacterium,1.1393971,-1.4297262,2.024187
Ga0074140,-0.33383533,0.0,0.0
Gallicola,1.1998733,0.0,-3.6501772
Garciella,-2.2065277,0.0,0.0
Gardnerella,-0.5907837,0.0,-1.1409773
GCA.900066575,-0.24237038,0.35056114,0.6846401
GCA.900066755,2.1817048,-0.67470735,-0.78810966
Gemella,2.6044712,2.0912123,3.3734636
Gemmobacter,-0.19173767,0.0,0.0
Geobacillus,-4.4083233,0.0,0.0
Globicatella,-0.1862592,0.0,0.0
Gluconacetobacter,-1.5764185,0.0,0.0
Glutamicibacter,1.6011765,0.0,0.0
Gordonia,0.0,0.0,-0.9653073
Gordonibacter,2.6536098,1.0939096,-1.5110904
Granulicatella,-3.6855109,0.0,-3.676016
H1,1.9154754,0.0,0.0
Haematobacter,0.44103128,0.0,0.0
Haemophilus,-0.14308605,-0.30946276,1.238926
Hafnia.Obesumbacterium,0.0,-3.1430705,-2.7089703
Haliangium,-0.33383533,0.0,0.0
Harryflintia,2.675678,-0.54290473,-1.0252349
Helcococcus,0.92242444,0.0,-1.9062499
Helicobacter,-0.06770661,0.0,0.0
Herbinix,-2.2018168,0.0,0.0
Hespellia,1.2686511,1.9354528,1.1420591
hgcI.clade,-0.12172558,0.0,0.0
Hirschia,-0.32619178,0.0,0.0
Holdemanella,-1.4585967,-0.29923815,0.8225297
Holdemania,1.8955915,0.96404314,0.048248634
Howardella,-0.9538775,-0.9311332,0.917128
HT002,3.965941,2.4761841,1.8476585
Hungatella,2.7045321,1.184688,3.2165697
Hyphomicrobium,0.51878613,0.0,0.0
Ideonella,-0.019452298,0.0,0.0
Incertae.Sedis,0.84462774,-0.6212402,-0.47656685
Inhella,-0.25352585,0.0,0.0
Intestinibacter,-1.1941968,0.68356216,-0.5551996
Intestinimonas,0.25108954,-1.1997364,-0.841621
Jeotgalicoccus,-0.23016948,0.0,0.0
Johnsonella,-0.71466583,0.0,0.0
Jonquetella,0.0,0.0,-3.8102665
Ketogulonicigenium,-1.4771595,0.0,0.0
Kineosphaera,-0.3180449,0.0,0.0
Klebsiella,-0.005050014,0.028685916,1.5282316
Knoellia,-0.06232999,0.0,0.0
Kocuria,0.50933146,0.0,-3.4133384
Kosakonia,-0.9155508,0.0,0.0
Kurthia,-3.065288,0.0,0.0
Kytococcus,1.578101,0.0,0.0
Lachnoanaerobaculum,-1.6966351,0.0,-0.52380306
Lachnoclostridium,0.8031675,0.5464448,1.4115998
Lachnospira,2.266001,2.1766613,2.7749932
Lachnospiraceae.AC2044.group,-4.518485,-3.0621622,0.0
Lachnospiraceae.FCS020.group,0.17151363,1.0617355,1.0069218
Lachnospiraceae.FE2018.group,3.4325316,-0.041815083,2.9900713
Lachnospiraceae.NC2004.group,-2.8560636,0.0,-4.0605745
Lachnospiraceae.ND3007.group,-0.92057055,-0.10002325,-0.12592107
Lachnospiraceae.NK3A20.group,-2.876177,0.0,0.0
Lachnospiraceae.NK4A136.group,0.39454067,0.6586941,1.1483502
Lachnospiraceae.NK4B4.group,-4.7855725,0.0,-3.8767984
Lachnospiraceae.UCG.001,0.8474934,2.8758116,1.5500695
Lachnospiraceae.UCG.002,-2.391479,0.0,0.0
Lachnospiraceae.UCG.003,-0.9975705,0.86480504,0.86772907
Lachnospiraceae.UCG.004,-0.700518,-0.2893116,0.43723014
Lachnospiraceae.UCG.007,-4.8012033,0.0,-1.4339765
Lachnospiraceae.UCG.008,-2.5628862,0.0,0.0
Lachnospiraceae.UCG.009,1.6141082,3.7845414,0.4004919
Lachnospiraceae.UCG.010,0.67789495,-0.37260434,1.0720633
Lachnotalea,1.7216874,0.0,0.0
Lacibacter,-0.50966144,0.0,0.0
Lacticaseibacillus,5.05626,-1.0197896,-2.7755747
Lactiplantibacillus,-1.0722456,0.0,-3.9895613
Lactobacillus,1.4770417,-0.597044,-0.85856235
Lactococcus,2.9036126,5.0351896,3.0158544
Lactonifactor,2.9838774,2.7571104,-0.5955629
Lacunisphaera,-0.12172558,0.0,0.0
Lapidilactobacillus,0.0,-0.37523815,0.0
Laribacter,-1.2029324,0.0,0.0
Latilactobacillus,0.0,0.0,-3.985682
Lautropia,0.4973142,0.0,0.0
Lawsonella,1.377516,0.0,-3.832233
Legionella,-0.23874383,0.0,0.0
Leminorella,-1.2477791,0.0,0.0
Lentimicrobium,0.0,-2.4284823,0.0
Leptolinea,-0.42703417,0.0,0.0
Leptotrichia,-1.7193067,-2.9541166,0.0
Leucobacter,-1.8478206,0.0,-3.67248
Leuconostoc,-1.0559832,1.4415808,0.8135154
Levilactobacillus,0.0,0.0,-2.7186587
Libanicoccus,-3.6042902,0.0,0.0
Ligilactobacillus,-0.23706242,0.74801016,3.1404521
Limnohabitans,0.07945315,0.0,0.0
Limosilactobacillus,0.44302696,-2.5113266,-0.5859639
Liquorilactobacillus,1.5047506,0.0,0.0
LNR.A2.18,0.0,-2.27564,0.0
Luteimonas,-0.26474455,0.0,0.0
Luteolibacter,-0.78643185,0.0,0.0
Lysinibacillus,1.2560393,0.0,0.0
Macellibacteroides,-1.5054597,0.0,0.0
Mageeibacillus,-3.3981972,0.0,0.0
Magnetospirillum,-0.2668007,0.0,0.0
Mailhella,-3.3736982,-4.697523,0.0
Mangrovibacter,0.41165212,0.0,0.0
Mannheimia,-1.538764,0.0,0.0
Marvinbryantia,0.0062416336,1.1304144,0.82148975
Massilia,0.0,-1.5425252,0.0
Megamonas,-3.700263,-4.5338597,0.0
Megasphaera,-1.3405141,-2.6698434,6.6188517
Meiothermus,-3.2193677,0.0,0.0
Merdibacter,1.4525096,0.34858403,-0.65478575
Methanobacterium,0.0,0.0,-1.8173774
Methanobrevibacter,-0.075827666,1.5693642,-0.8725277
Methanomassiliicoccus,-2.3529835,0.0,0.0
Methanosaeta,0.0,-3.3462427,0.0
Methanosphaera,-4.3300066,0.0,0.0
Methylobacterium.Methylorubrum,-2.1203024,0.0,0.0
Methylomonas,-0.37174544,0.0,0.0
Methyloversatilis,0.07945315,0.0,0.0
Microbacterium,-0.32479626,0.0,-0.8472653
Micrococcus,3.3283367,1.9106646,1.3450537
Microvirga,-1.5054597,0.0,0.0
Mitsuokella,-4.2601757,-3.6355014,0.0
Mobiluncus,1.7271839,0.0,-3.5255926
Moellerella,-0.014601569,0.0,0.0
Mogibacterium,-0.67795295,0.35553497,-0.33472198
Monoglobus,1.2516688,1.3093336,1.0378996
Moraxella,-1.2514638,0.0,0.0
Morganella,1.0951273,0.5272281,1.2298552
Moryella,-0.85508686,0.0,-1.739748
Murdochiella,-0.8950357,0.0,-3.9721484
Muribaculum,0.40421274,0.0,-2.9479012
Murimonas,-0.87438005,0.0,0.34307227
Mycobacterium,-1.3914869,0.0,0.6557461
Mycoplasma,-2.568663,0.0,0.0
Myroides,-0.7804921,0.0,0.0
Necropsobacter,0.88444185,0.0,0.0
Negativibacillus,2.3645267,2.2897112,2.95484
Negativicoccus,-0.7963383,0.0,-3.6904714
Neisseria,3.264055,2.799544,5.780216
Neorhizobium,0.0,0.0,-3.2127986
Nitrospira,-0.019452298,0.0,0.0
NK4A214.group,0.97983444,0.6589328,1.3781266
Nocardiopsis,-0.5428945,0.0,0.0
Noviherbaspirillum,-0.4303724,0.0,0.0
Novosphingobium,-1.7121052,0.0,0.0
Oceanivirga,-2.2675195,0.0,0.0
Oceanobacillus,0.0,0.0,-4.0270314
Odoribacter,-0.11249198,-0.969544,-0.056458123
OLB12,-0.2668007,0.0,0.0
Oligella,-0.933107,0.0,0.0
Olsenella,3.9789565,-0.65906584,1.8357812
Oribacterium,1.2959387,3.836608,4.077843
Oscillibacter,1.3500266,0.0550079,0.74457616
Oscillospira,1.3951592,-1.2851382,-0.3165957
Ottowia,-1.712254,0.0,0.0
Oxalicibacterium,-1.5415577,0.0,0.0
Oxalobacter,0.16781263,0.5635054,0.4752622
Paenarthrobacter,-3.37994,0.0,0.0
Paenibacillus,-0.45152372,0.0,-3.8572087
Paeniclostridium,2.2167847,-0.5075629,4.602082
Paenisporosarcina,0.0,0.0,-3.7749338
Paludicola,0.3043636,0.8545498,1.2722754
Papillibacter,3.135948,1.6228659,-0.5488329
Parabacteroides,0.8546524,0.35691297,1.212564
Paraclostridium,0.32391706,-1.8761545,0.0
Paracoccus,-1.3694668,0.0,0.0
Paraeggerthella,-1.3794197,0.0,0.0
Paraprevotella,0.58452356,0.20947117,1.1945907
Parapusillimonas,1.4307529,0.0,0.0
Parasutterella,3.111176,2.0757873,2.7130744
Parvibacter,3.071776,0.0,0.359873
Parvimonas,3.719618,3.5366964,4.918478
Paucilactobacillus,0.71722054,0.0,0.0
Pediococcus,2.3759975,0.0,0.0
Pedobacter,-2.9477918,0.0,0.0
Pedomicrobium,-1.2013457,0.0,0.0
Pelomonas,2.3457165,0.0,-3.3236434
Peptoclostridium,-2.0950425,0.0,0.0
Peptococcus,1.4903109,1.1265445,1.5272026
Peptoniphilus,-1.3670912,0.0,-3.9474761
Peptostreptococcus,1.3666263,0.46420377,1.786707
Perlucidibaca,-0.17607069,0.0,0.0
Phascolarctobacterium,-0.15277101,-1.0691817,1.2330743
Phocaeicola,0.342663,0.0,0.0
Phocea,1.9676851,-0.6158187,-0.66406703
Photobacterium,-1.9039273,0.0,0.0
Phreatobacter,-2.2829118,0.0,-0.2910608
Phyllobacterium,0.0,0.0,-2.403206
Piscinibacter,-0.42005527,0.0,0.0
Pleomorphomonas,-0.44282863,0.0,0.0
Plesiomonas,-1.3500459,0.0,0.0
Pluralibacter,0.25457603,0.0,-3.8517163
Porphyrobacter,-2.9363153,0.0,0.0
Porphyromonas,1.7690045,1.8739257,-1.067453
possible.genus.Sk018,-1.353871,1.1433538,1.0123621
Prevotella,-1.2246251,-0.24221902,0.078922264
Prevotella_7,-1.117414,0.7236017,-0.38955462
Prevotella_9,-1.1773639,-0.11188691,1.4279479
Prevotellaceae.NK3B31.group,-1.8034021,1.3202106,-0.8768253
Prevotellaceae.UCG.001,-3.8343663,-2.878695,0.0
Prevotellaceae.UCG.003,-4.6672454,0.0,0.0
Prevotellaceae.UCG.004,-4.0119944,0.0,0.0
Prochloron.P1.Palau,0.0,-1.5425252,0.0
Proteiniphilum,1.6603875,0.0,0.0
Proteus,1.6986538,1.5632377,3.4530628
Providencia,-0.7788588,0.0,-2.2223024
Pseudarthrobacter,-3.3415718,0.0,0.0
Pseudobutyrivibrio,1.7825683,0.0,0.0
Pseudochrobactrum,-3.309153,0.0,0.0
Pseudocitrobacter,-3.8030372,0.0,0.0
Pseudoclavibacter,-0.2873899,0.0,-3.287997
Pseudoflavonifractor,0.64643306,0.3901904,-0.23111233
Pseudoglutamicibacter,0.6680766,0.0,-1.4500777
Pseudomonas,-2.8162432,1.2673376,-2.1632845
Pseudoramibacter,0.0,-1.8347819,0.0
Psychrobacter,1.4308406,0.0,0.0
Pygmaiobacter,-1.0784067,1.0265218,1.5907605
Pyramidobacter,1.4837807,-0.39333323,4.778377
Ralstonia,-0.9763127,0.0,-2.00996
Ramlibacter,-0.18087679,0.0,0.0
Raoultibacter,0.8546798,-1.4437829,0.48446465
Reyranella,-0.4303724,0.0,0.0
Rheinheimera,-2.5158496,0.0,0.0
Rhizorhapis,-1.4771595,0.0,0.0
Rhodococcus,-1.5358518,0.0,-3.8255444
Rhodoferax,-0.26698923,0.0,0.0
Rhodopila,-0.4958983,0.0,0.0
Rhodoplanes,-0.5688853,0.0,0.0
Rickettsiella,-1.877964,0.0,0.0
Rikenellaceae.RC9.gut.group,-1.2203394,2.871603,1.9791248
Rivibacter,-1.4937661,0.0,0.0
Robinsoniella,-2.871926,-0.94475156,0.0
Romboutsia,1.693406,2.7021818,2.0130935
Roseburia,-0.5298258,-0.2728811,0.16522902
Roseisolibacter,-1.2009457,0.0,0.0
Roseomonas,-0.15440741,0.0,0.0
Rothia,-0.41344538,0.8355865,-1.0515815
Rubellimicrobium,2.1815646,0.0,0.0
Rubritepida,0.0,-1.9055604,0.0
Rubrobacter,0.83876616,0.0,0.0
Rufibacter,0.0,0.0,-1.0444136
Ruminiclostridium,1.7401538,-1.0204074,-1.4433244
Ruminobacter,-1.9378525,0.0,0.0
Ruminococcus,-0.54981536,-0.15216187,0.20643218
S5.A14a,0.006038587,0.0,-3.8460565
Saccharococcus,-3.5407643,0.0,0.0
Sanguibacter.Flavimobilis,0.0,0.0,-2.5678697
Sanguibacteroides,1.6912091,-2.1619315,1.4109375
Sarcina,-4.422065,0.0,-0.96558726
Savagea,1.6865424,0.0,0.0
Scardovia,0.37294447,0.0,-2.4157717
Schlegelella,-1.7545576,0.0,0.0
Sedimentibacter,-1.8588591,0.0,0.0
Sediminibacterium,-1.3051713,0.0,0.0
Selenomonas,2.2346497,-2.5792184,0.0
Sellimonas,4.8358355,2.8101382,3.2522054
Senegalimassilia,0.41147774,2.0711722,1.4854906
Serratia,-0.5850788,0.0,0.0
SH.PL14,-0.4235955,0.0,0.0
Shuttleworthia,1.9188707,-1.0452899,0.7172197
Slackia,2.0088656,1.3093706,2.877944
SM1A02,0.090341344,0.0,0.0
Smithella,-0.5063789,0.0,0.0
SN8,0.6251961,0.0,0.0
Sneathia,-1.5372611,-2.1884472,0.0
Solibacillus,0.23518607,0.0,-3.8102553
Solobacterium,1.9086013,4.546168,4.3743873
Soonwooa,0.8269485,0.0,0.0
Sphaerochaeta,-1.3388894,0.0,0.0
Sphingobacterium,-2.7651198,0.0,0.0
Sphingobium,-4.6219063,0.0,-1.1047633
Sphingomonas,3.6514995,2.677366,2.4406672
Sphingopyxis,0.0,0.0,-1.8130987
Sporobacter,-2.2238424,0.0,0.0
Sporolactobacillus,0.0,0.0,-3.4047072
Sporomusa,-0.80460453,0.0,0.0
Staphylococcus,-2.7329063,0.0,-4.048681
Stenotrophomonas,-1.7473892,0.0,-3.8702784
Stomatobaculum,-2.207178,-1.7508646,0.0
Streptococcus,-0.6097746,-1.3638401,-0.6071343
Streptomyces,-3.2775407,0.0,0.0
Subdoligranulum,-1.1111151,-0.49566233,-0.4377027
Subgroup.10,-1.9021262,0.0,0.0
Succinatimonas,-1.4570497,-4.041798,0.0
Succiniclasticum,-1.996217,0.0,0.0
Succinivibrio,-4.34898,-1.6118952,0.0
Sulfurisoma,-0.07928458,0.0,0.0
Sulfuritalea,-0.27883792,0.0,0.0
Sutterella,-0.43247196,-1.13974,1.6137228
SWB02,-0.34103066,0.0,0.0
Synechococcus.CC9902,1.7618998,0.0,0.0
Synergistes,3.630282,-3.5356731,0.0
Syntrophococcus,-1.9794208,0.0,0.0
Taibaiella,-1.4771595,0.0,0.0
Tepidimonas,-2.333059,0.0,0.0
Tepidiphilus,0.4470428,0.0,0.0
Terribacillus,0.0,0.0,-3.009134
Terrilactibacillus,0.0,0.0,-2.2513125
Terrimonas,-0.34103066,0.0,0.0
Terrisporobacter,-4.686365,0.0,-3.4441671
Tetragenococcus,-2.4589097,0.0,0.0
Thauera,-2.879649,0.0,0.0
Thermoanaerobacter,-0.19697598,0.0,0.0
Thermoanaerobacterium,1.7961943,0.0,0.0
Thermomonas,-0.6496264,0.0,0.0
Thermus,-0.8568168,0.0,0.0
TM7x,0.08005303,-3.8219342,0.0
Treponema,-4.7142296,0.0,0.0
Tumebacillus,0.071387865,0.0,0.0
Turicella,-0.93840367,0.0,0.0
Turicibacter,1.4461547,1.6566358,1.4442873
Tuzzerella,1.2844143,-1.2515993,-0.61206526
Tyzzerella,1.6001465,-0.94367373,-0.899282
